"historyId","historyUid","userUid","onlineCourseUid","grade","gradeMaxVal","completed","pct"
"13","6156b8ea-af7b-11eb-9cf0-d040cf4d1583","df831d59-bd6e-4a43-955d-0f09f43a59cf","c0f44954-af79-11eb-9cf0-d040cf4d1583","40","50","6/12/2018 00:13:23","0.8"
"14","61546a5e-af7b-11eb-9cf0-d040cf4d1583","282cfc33-08cb-409c-9b6a-e14c23439eeb","c0f44ddc-af79-11eb-9cf0-d040cf4d1583","100","100","15/12/2019 09:24:42","1"
"15","6154b9e6-af7b-11eb-9cf0-d040cf4d1583","41f50734-0e6d-4c4c-9a29-97e8d36dd58a","c0f44ddc-af79-11eb-9cf0-d040cf4d1583","90","100","22/10/2018 01:38:32","0.9"
"16","61541838-af7b-11eb-9cf0-d040cf4d1583","0dae070e-fd7e-435a-bdb5-069b41a93ca7","c0f3cc4a-af79-11eb-9cf0-d040cf4d1583","40","50","10/10/2019 05:25:43","0.8"
"17","61570e80-af7b-11eb-9cf0-d040cf4d1583","f85fcdf3-83ac-4212-bfae-b9f3a46c3bc0","c0f45016-af79-11eb-9cf0-d040cf4d1583","48","50","10/6/2019 04:43:39","0.96"
"18","6156cfba-af7b-11eb-9cf0-d040cf4d1583","e4a1a0b6-3afd-4b87-936f-433bc39d4560","c0f44e7c-af79-11eb-9cf0-d040cf4d1583","86","100","26/11/2019 10:53:34","0.86"
"19","61545d0c-af7b-11eb-9cf0-d040cf4d1583","236f4be2-368e-4b62-845d-3eb42a70f5e8","c0f3cc4a-af79-11eb-9cf0-d040cf4d1583","100","100","22/4/2018 13:59:07","1"
"20","6156b714-af7b-11eb-9cf0-d040cf4d1583","de984ec0-4a9a-4526-8606-225dd5202162","c0f44be8-af79-11eb-9cf0-d040cf4d1583","90","100","27/6/2018 02:59:02","0.9"
"21","61555c48-af7b-11eb-9cf0-d040cf4d1583","721b1934-d368-47e1-91dc-a99bf334a419","c0f3cc4a-af79-11eb-9cf0-d040cf4d1583","40","50","4/12/2019 00:53:55","0.8"
"22","6154ffbe-af7b-11eb-9cf0-d040cf4d1583","565d48aa-0648-4910-af6a-a0d842a2cda4","c0f44fbc-af79-11eb-9cf0-d040cf4d1583","90","100","24/3/2019 09:18:25","0.9"
"23","61565f58-af7b-11eb-9cf0-d040cf4d1583","c73d33ec-b95b-4855-aae1-e79c151eb262","c0f44be8-af79-11eb-9cf0-d040cf4d1583","19","50","19/9/2018 08:28:26","0.38"
"24","6154404c-af7b-11eb-9cf0-d040cf4d1583","1a6daa57-c746-4a77-829d-c4896b1863ae","c0f44e7c-af79-11eb-9cf0-d040cf4d1583","19","50","5/5/2018 04:52:58","0.38"
"25","61563f78-af7b-11eb-9cf0-d040cf4d1583","bb8a4684-8b30-4ead-ad84-35a0b2082030","c0f44fbc-af79-11eb-9cf0-d040cf4d1583","18","50","5/4/2018 01:19:07","0.36"
"26","6155a964-af7b-11eb-9cf0-d040cf4d1583","8be1395e-8ecc-49c4-8365-a104eb379e2c","c0f44e7c-af79-11eb-9cf0-d040cf4d1583","40","50","16/9/2019 17:52:52","0.8"
"27","61551238-af7b-11eb-9cf0-d040cf4d1583","5bcbdea5-93ca-4d92-ad67-9b10b47c2d80","c0f44be8-af79-11eb-9cf0-d040cf4d1583","48","50","2/5/2019 17:05:58","0.96"
"28","6154df52-af7b-11eb-9cf0-d040cf4d1583","4ca4e7bc-a125-4b4c-abb8-58b4b621b917","c0f44eea-af79-11eb-9cf0-d040cf4d1583","40","50","6/12/2018 15:01:16","0.8"
"29","6155f5fe-af7b-11eb-9cf0-d040cf4d1583","a37c1086-90ce-4aca-b846-7503ecd0899f","c0f3cc4a-af79-11eb-9cf0-d040cf4d1583","30","50","16/3/2019 19:49:34","0.6"
"30","6154ad8e-af7b-11eb-9cf0-d040cf4d1583","3df67644-3793-4e68-bb03-8618689129bd","c0f44fbc-af79-11eb-9cf0-d040cf4d1583","40","50","20/9/2018 03:25:35","0.8"
"31","61544060-af7b-11eb-9cf0-d040cf4d1583","1a6daa57-c746-4a77-829d-c4896b1863ae","c0f44eea-af79-11eb-9cf0-d040cf4d1583","50","100","8/4/2018 05:31:54","0.5"
"32","61543282-af7b-11eb-9cf0-d040cf4d1583","14dc113c-31ba-49dd-a889-f91fcb24879b","c0f44be8-af79-11eb-9cf0-d040cf4d1583","100","100","22/1/2019 03:07:10","1"
"33","6156d6e0-af7b-11eb-9cf0-d040cf4d1583","e6d438ac-0f1f-43ff-92d4-38d10fc2727e","c0f3cc4a-af79-11eb-9cf0-d040cf4d1583","100","100","15/5/2019 00:17:08","1"
"34","615602a6-af7b-11eb-9cf0-d040cf4d1583","a6c788e9-9f10-4991-911e-8a60ca210bd0","c0f44954-af79-11eb-9cf0-d040cf4d1583","85","100","3/6/2018 12:02:40","0.85"
"35","61559190-af7b-11eb-9cf0-d040cf4d1583","8422f6b6-6240-45d2-bf87-12bf3ca8d476","c0f44954-af79-11eb-9cf0-d040cf4d1583","100","100","27/5/2018 20:04:49","1"
"36","61569bda-af7b-11eb-9cf0-d040cf4d1583","d5cd05db-78e1-411b-a1fe-85631769076b","c0f45016-af79-11eb-9cf0-d040cf4d1583","90","100","11/11/2019 06:47:29","0.9"
"37","6156602a-af7b-11eb-9cf0-d040cf4d1583","c750f499-ac75-4d88-be6d-6f2c97d2ea03","c0f44d00-af79-11eb-9cf0-d040cf4d1583","40","50","19/5/2019 02:15:35","0.8"
"38","61570e6c-af7b-11eb-9cf0-d040cf4d1583","f85fcdf3-83ac-4212-bfae-b9f3a46c3bc0","c0f44fbc-af79-11eb-9cf0-d040cf4d1583","57","100","6/1/2019 02:57:24","0.57"
"39","61566e58-af7b-11eb-9cf0-d040cf4d1583","cdb919a2-5dbe-4f61-b6d4-9d9e330c4e27","c0f44d00-af79-11eb-9cf0-d040cf4d1583","100","100","21/7/2019 01:55:02","1"
"40","615525c0-af7b-11eb-9cf0-d040cf4d1583","62cb076f-0b2e-4a67-a388-97cc6d8b8dc0","c0f44954-af79-11eb-9cf0-d040cf4d1583","100","100","4/12/2018 23:07:54","1"
"41","6154df5c-af7b-11eb-9cf0-d040cf4d1583","4ca4e7bc-a125-4b4c-abb8-58b4b621b917","c0f44fbc-af79-11eb-9cf0-d040cf4d1583","62","100","11/7/2019 20:56:16","0.62"
"42","61567204-af7b-11eb-9cf0-d040cf4d1583","ce3cddec-10c5-4453-82c8-ea23106a060c","c0f45016-af79-11eb-9cf0-d040cf4d1583","44","50","10/8/2019 16:59:27","0.88"
"43","61558524-af7b-11eb-9cf0-d040cf4d1583","7f43a694-8c29-4195-9b58-b83e0b2f2076","c0f44ddc-af79-11eb-9cf0-d040cf4d1583","99","100","31/1/2019 17:35:50","0.99"
"44","6157109c-af7b-11eb-9cf0-d040cf4d1583","f926d59c-68bd-494b-9487-50a418001226","c0f3cc4a-af79-11eb-9cf0-d040cf4d1583","40","50","30/5/2019 21:48:45","0.8"
"45","6155351a-af7b-11eb-9cf0-d040cf4d1583","673db4b1-27b8-43f6-8d06-c1b20fcbe737","c0f44ddc-af79-11eb-9cf0-d040cf4d1583","100","100","26/1/2018 01:41:51","1"
"46","615583f8-af7b-11eb-9cf0-d040cf4d1583","7e2484fc-3a72-4568-bc9f-6411eefbaac1","c0f45016-af79-11eb-9cf0-d040cf4d1583","90","100","24/6/2018 10:25:26","0.9"
"47","61562bc8-af7b-11eb-9cf0-d040cf4d1583","b66cde0c-91ac-4e5b-8375-908c0835f303","c0f44d78-af79-11eb-9cf0-d040cf4d1583","40","50","4/3/2019 19:54:48","0.8"
"48","6155a522-af7b-11eb-9cf0-d040cf4d1583","8ad3df40-38b9-4094-b176-7c43f9a2cae4","c0f45016-af79-11eb-9cf0-d040cf4d1583","66","100","28/2/2019 02:34:09","0.66"
"49","6153f98e-af7b-11eb-9cf0-d040cf4d1583","037a66d6-755d-4e4e-b09a-2da1868b9f47","c0f44fbc-af79-11eb-9cf0-d040cf4d1583","61","100","1/1/2019 09:08:54","0.61"
"50","6154aa78-af7b-11eb-9cf0-d040cf4d1583","3cab6cb6-42c6-409e-811b-432e719fc3f5","c0f44ddc-af79-11eb-9cf0-d040cf4d1583","40","50","6/6/2019 20:18:22","0.8"
"51","6155f0e0-af7b-11eb-9cf0-d040cf4d1583","a2219b1b-becf-4e5f-9249-0019da80b830","c0f44d00-af79-11eb-9cf0-d040cf4d1583","15","50","6/11/2018 19:17:02","0.3"
"52","615644fa-af7b-11eb-9cf0-d040cf4d1583","bddd2f18-826e-4836-ae9a-22247496718a","c0f44fbc-af79-11eb-9cf0-d040cf4d1583","65","100","28/6/2018 16:30:49","0.65"
"53","61558e48-af7b-11eb-9cf0-d040cf4d1583","82bdf555-cf18-40b2-9776-81166e8835ab","c0f44fbc-af79-11eb-9cf0-d040cf4d1583","42","50","3/6/2018 20:09:17","0.84"
"54","61546df6-af7b-11eb-9cf0-d040cf4d1583","291de93a-1d10-4969-b6e4-3cf4494b8f4b","c0f44be8-af79-11eb-9cf0-d040cf4d1583","40","50","1/2/2019 08:31:36","0.8"
"55","61554dca-af7b-11eb-9cf0-d040cf4d1583","6d9b480f-3265-45e5-843d-38c522b2d5f7","c0f44d00-af79-11eb-9cf0-d040cf4d1583","90","100","29/10/2018 03:43:00","0.9"
"56","6155fe32-af7b-11eb-9cf0-d040cf4d1583","a5904252-ea5f-494a-9a56-5208271ed3c8","c0f44d78-af79-11eb-9cf0-d040cf4d1583","40","50","20/7/2019 23:50:57","0.8"
"57","61558fec-af7b-11eb-9cf0-d040cf4d1583","83544e61-8d83-4815-803d-c8982dc3e1dd","c0f45016-af79-11eb-9cf0-d040cf4d1583","40","50","23/9/2019 22:23:33","0.8"
"58","61551f08-af7b-11eb-9cf0-d040cf4d1583","60f528b5-a595-4f07-952d-cd2512c72b36","c0f44d78-af79-11eb-9cf0-d040cf4d1583","85","100","1/9/2018 06:44:20","0.85"
"59","61561c50-af7b-11eb-9cf0-d040cf4d1583","b01e5b9d-c3ae-4447-928c-7db6c5703f59","c0f44fbc-af79-11eb-9cf0-d040cf4d1583","12","50","8/6/2019 12:38:11","0.24"
"60","61543958-af7b-11eb-9cf0-d040cf4d1583","17aed6b1-531b-467a-a3e0-267c97670091","c0f44d78-af79-11eb-9cf0-d040cf4d1583","100","100","6/9/2019 12:34:03","1"
"61","61551b02-af7b-11eb-9cf0-d040cf4d1583","5ffe1841-5a24-4da0-b7a8-5746142d7fff","c0f44d78-af79-11eb-9cf0-d040cf4d1583","40","50","4/7/2018 06:46:37","0.8"
"62","6155d510-af7b-11eb-9cf0-d040cf4d1583","9a82fe6d-7f2f-4a2c-915f-615d7b9dddab","c0f3cc4a-af79-11eb-9cf0-d040cf4d1583","100","100","27/10/2019 08:46:25","1"
"63","61566c0a-af7b-11eb-9cf0-d040cf4d1583","ccb0c7eb-4764-4b38-99f2-0d468804033a","c0f44d00-af79-11eb-9cf0-d040cf4d1583","45","50","7/8/2019 20:32:43","0.9"
"64","6156a8dc-af7b-11eb-9cf0-d040cf4d1583","da2e868a-e3f0-4f9b-a892-09798d3abddc","c0f44eea-af79-11eb-9cf0-d040cf4d1583","10","50","8/6/2018 17:33:18","0.2"
"65","615464aa-af7b-11eb-9cf0-d040cf4d1583","267094c2-bf70-4899-97c8-87e5403adb82","c0f3cc4a-af79-11eb-9cf0-d040cf4d1583","100","100","28/2/2018 08:58:46","1"
"66","6156aff8-af7b-11eb-9cf0-d040cf4d1583","dd5d7d28-1ec7-4db7-9d46-f2a5d431e206","c0f44954-af79-11eb-9cf0-d040cf4d1583","44","50","12/7/2019 00:41:21","0.88"
"67","6154857a-af7b-11eb-9cf0-d040cf4d1583","309c09cb-52f6-4577-adaf-c6e604351652","c0f44fbc-af79-11eb-9cf0-d040cf4d1583","57","100","23/2/2019 14:36:16","0.57"
"68","61570e58-af7b-11eb-9cf0-d040cf4d1583","f85fcdf3-83ac-4212-bfae-b9f3a46c3bc0","c0f44eea-af79-11eb-9cf0-d040cf4d1583","92","100","20/4/2018 21:10:47","0.92"
"69","61551314-af7b-11eb-9cf0-d040cf4d1583","5c17f579-37ce-4537-a2b8-076ebdfbe10f","c0f44d00-af79-11eb-9cf0-d040cf4d1583","100","100","18/3/2018 06:15:28","1"
"70","61562088-af7b-11eb-9cf0-d040cf4d1583","b262c153-e3bb-4e69-9701-3d0b0384f605","c0f44be8-af79-11eb-9cf0-d040cf4d1583","40","50","13/8/2018 07:51:39","0.8"
"71","61565ee0-af7b-11eb-9cf0-d040cf4d1583","c721470c-de62-477e-b9b8-adf7626d2e19","c0f44eea-af79-11eb-9cf0-d040cf4d1583","40","50","15/5/2019 07:59:37","0.8"
"72","61566ebc-af7b-11eb-9cf0-d040cf4d1583","cdb919a2-5dbe-4f61-b6d4-9d9e330c4e27","c0f44fbc-af79-11eb-9cf0-d040cf4d1583","40","50","2/7/2018 22:24:13","0.8"
"73","61556062-af7b-11eb-9cf0-d040cf4d1583","7346f373-bb65-4cbe-9900-066ddff9fc91","c0f44ddc-af79-11eb-9cf0-d040cf4d1583","40","50","2/9/2018 18:00:52","0.8"
"74","6156ee64-af7b-11eb-9cf0-d040cf4d1583","f021fa08-84b7-486c-95c6-191eefc0b8ae","c0f44eea-af79-11eb-9cf0-d040cf4d1583","15","50","21/7/2018 01:04:55","0.3"
"75","615423be-af7b-11eb-9cf0-d040cf4d1583","1099b7ca-b877-4b91-b4fa-ca6a1394c790","c0f44fbc-af79-11eb-9cf0-d040cf4d1583","90","100","23/10/2019 23:09:06","0.9"
"76","61561f52-af7b-11eb-9cf0-d040cf4d1583","b1ec3b63-9dbd-4ee7-8f38-36ed832676c5","c0f44e7c-af79-11eb-9cf0-d040cf4d1583","40","50","16/11/2019 20:52:08","0.8"
"77","61572582-af7b-11eb-9cf0-d040cf4d1583","fedc14b1-bf14-49d8-89ee-38ba96ea0e25","c0f44ddc-af79-11eb-9cf0-d040cf4d1583","40","50","25/6/2018 06:20:03","0.8"
"78","61564cca-af7b-11eb-9cf0-d040cf4d1583","c0546d79-42e1-44b2-83f4-bd5ae1975b0a","c0f44e7c-af79-11eb-9cf0-d040cf4d1583","90","100","19/2/2018 12:28:16","0.9"
"79","61543ce6-af7b-11eb-9cf0-d040cf4d1583","195b2fbe-01bc-473c-b933-fba70098d045","c0f44954-af79-11eb-9cf0-d040cf4d1583","40","50","30/9/2019 21:47:52","0.8"
"80","615476d4-af7b-11eb-9cf0-d040cf4d1583","2c2b361e-d1fe-4bf5-9460-c55dfc8b3b69","c0f44fbc-af79-11eb-9cf0-d040cf4d1583","41","50","11/12/2019 03:49:46","0.82"
"81","6156f9ea-af7b-11eb-9cf0-d040cf4d1583","f31fb2e3-d6f6-4899-baf7-4b7908853d07","c0f45016-af79-11eb-9cf0-d040cf4d1583","61","100","17/10/2018 13:09:08","0.61"
"82","61561b74-af7b-11eb-9cf0-d040cf4d1583","b01a79ee-3a5c-4a63-a4ad-2070996eb21f","c0f44eea-af79-11eb-9cf0-d040cf4d1583","61","100","20/9/2018 08:58:21","0.61"
"83","6153f13c-af7b-11eb-9cf0-d040cf4d1583","018b696b-d870-422a-8b77-c9309ed1e675","c0f44e7c-af79-11eb-9cf0-d040cf4d1583","90","100","9/11/2019 09:59:24","0.9"
"84","6153fdf8-af7b-11eb-9cf0-d040cf4d1583","0688bfbb-2d39-47da-950e-1d42b39f84a7","c0f3cc4a-af79-11eb-9cf0-d040cf4d1583","98","100","18/1/2018 18:25:05","0.98"
"85","61554b72-af7b-11eb-9cf0-d040cf4d1583","6ca7d877-c24f-4eb8-bdf6-cee43a538624","c0f44954-af79-11eb-9cf0-d040cf4d1583","97","100","30/3/2019 23:14:52","0.97"
"86","61541b94-af7b-11eb-9cf0-d040cf4d1583","0de87551-efdf-4867-bafc-3b2dfdd3618c","c0f44e7c-af79-11eb-9cf0-d040cf4d1583","70","100","25/10/2018 00:54:43","0.7"
"87","615721b8-af7b-11eb-9cf0-d040cf4d1583","fd243f76-bcf0-43df-a283-5c01df236199","c0f44e7c-af79-11eb-9cf0-d040cf4d1583","40","50","17/9/2019 11:48:54","0.8"
"88","6154d304-af7b-11eb-9cf0-d040cf4d1583","48fa2719-1ed6-4881-84db-0e163aeda2f2","c0f44eea-af79-11eb-9cf0-d040cf4d1583","90","100","19/9/2019 03:42:46","0.9"
"89","615555d6-af7b-11eb-9cf0-d040cf4d1583","70105e72-965f-4a53-9409-d16d73995875","c0f44eea-af79-11eb-9cf0-d040cf4d1583","20","50","4/11/2019 02:18:27","0.4"
"90","6156056c-af7b-11eb-9cf0-d040cf4d1583","a78a877f-021c-4fe5-9f3d-32142332c9a4","c0f44eea-af79-11eb-9cf0-d040cf4d1583","16","50","28/11/2018 21:11:09","0.32"
"91","6156ce5c-af7b-11eb-9cf0-d040cf4d1583","e48c71bb-a13a-4574-ae23-ca730ee64e37","c0f44954-af79-11eb-9cf0-d040cf4d1583","43","50","30/9/2018 10:39:10","0.86"
"92","615594f6-af7b-11eb-9cf0-d040cf4d1583","855783ee-a390-4cdf-84e0-e7b3583a50d3","c0f44e7c-af79-11eb-9cf0-d040cf4d1583","40","50","13/11/2019 10:44:33","0.8"
"93","6154feec-af7b-11eb-9cf0-d040cf4d1583","5658c6ba-9cd3-4418-a883-b14a40b565a7","c0f44eea-af79-11eb-9cf0-d040cf4d1583","40","50","31/1/2019 07:13:36","0.8"
"94","6156bc32-af7b-11eb-9cf0-d040cf4d1583","dfa316e1-949b-4e45-ac42-5cebfa67550b","c0f44954-af79-11eb-9cf0-d040cf4d1583","93","100","25/6/2019 17:01:49","0.93"
"95","61543912-af7b-11eb-9cf0-d040cf4d1583","17aed6b1-531b-467a-a3e0-267c97670091","c0f3cc4a-af79-11eb-9cf0-d040cf4d1583","40","50","24/9/2019 20:06:08","0.8"
"96","61564540-af7b-11eb-9cf0-d040cf4d1583","be43ed65-037d-4c6e-863f-13f1a3ead5e1","c0f44954-af79-11eb-9cf0-d040cf4d1583","100","100","5/10/2019 00:02:04","1"
"97","61564cde-af7b-11eb-9cf0-d040cf4d1583","c0546d79-42e1-44b2-83f4-bd5ae1975b0a","c0f44eea-af79-11eb-9cf0-d040cf4d1583","90","100","27/12/2018 02:12:45","0.9"
"98","615459a6-af7b-11eb-9cf0-d040cf4d1583","228ce22e-15fb-4529-961f-f140e309b3c3","c0f44d78-af79-11eb-9cf0-d040cf4d1583","100","100","9/3/2018 00:09:10","1"
"99","6156bcc8-af7b-11eb-9cf0-d040cf4d1583","dfa316e1-949b-4e45-ac42-5cebfa67550b","c0f44eea-af79-11eb-9cf0-d040cf4d1583","15","50","9/9/2018 03:52:40","0.3"
"100","61549d08-af7b-11eb-9cf0-d040cf4d1583","365cedbb-c1d9-4a02-83b9-4b6d3dba3861","c0f44ddc-af79-11eb-9cf0-d040cf4d1583","100","100","17/8/2018 02:52:47","1"
"101","6154ff82-af7b-11eb-9cf0-d040cf4d1583","565d48aa-0648-4910-af6a-a0d842a2cda4","c0f44ddc-af79-11eb-9cf0-d040cf4d1583","90","100","10/10/2018 06:17:08","0.9"
"102","6156f742-af7b-11eb-9cf0-d040cf4d1583","f31d6f57-cb6f-4af6-b9e2-3e5d773259bb","c0f44954-af79-11eb-9cf0-d040cf4d1583","40","50","9/9/2019 11:26:30","0.8"
"103","6156bbb0-af7b-11eb-9cf0-d040cf4d1583","dfa26875-6ca9-44f8-8ec0-3d86c246faf0","c0f44eea-af79-11eb-9cf0-d040cf4d1583","40","50","1/5/2019 08:29:28","0.8"
"104","61545654-af7b-11eb-9cf0-d040cf4d1583","20b893a0-04cf-4e0a-b89e-8e3785bfc0b6","c0f45016-af79-11eb-9cf0-d040cf4d1583","65","100","10/9/2018 00:48:45","0.65"
"105","615550b8-af7b-11eb-9cf0-d040cf4d1583","6e5cc79c-c724-48d3-839f-2374e1a33fc2","c0f44fbc-af79-11eb-9cf0-d040cf4d1583","40","50","17/5/2019 05:00:37","0.8"
"106","61564400-af7b-11eb-9cf0-d040cf4d1583","bdd04487-fc61-4191-afac-c30e58e5478c","c0f44ddc-af79-11eb-9cf0-d040cf4d1583","85","100","2/6/2018 14:38:16","0.85"
"107","61564f04-af7b-11eb-9cf0-d040cf4d1583","c14c1271-1187-4e03-8a27-de65def21679","c0f44ddc-af79-11eb-9cf0-d040cf4d1583","100","100","8/9/2018 22:42:01","1"
"108","615550fe-af7b-11eb-9cf0-d040cf4d1583","6e6c2e7c-64fe-481d-959e-412ece50de8c","c0f44954-af79-11eb-9cf0-d040cf4d1583","100","100","20/4/2018 08:16:10","1"
"109","61568e92-af7b-11eb-9cf0-d040cf4d1583","d1ff6ee5-b694-4a26-9307-07461f3d5b60","c0f3cc4a-af79-11eb-9cf0-d040cf4d1583","98","100","18/11/2019 16:05:22","0.98"
"110","6155d524-af7b-11eb-9cf0-d040cf4d1583","9a82fe6d-7f2f-4a2c-915f-615d7b9dddab","c0f44954-af79-11eb-9cf0-d040cf4d1583","40","50","8/3/2018 04:48:15","0.8"
"111","615581b4-af7b-11eb-9cf0-d040cf4d1583","7da15736-bcca-4756-9916-046cf2bceb50","c0f45016-af79-11eb-9cf0-d040cf4d1583","90","100","17/5/2018 00:24:13","0.9"
"112","61548912-af7b-11eb-9cf0-d040cf4d1583","31b50159-e867-416a-84db-a390a390cad7","c0f44ddc-af79-11eb-9cf0-d040cf4d1583","90","100","28/11/2019 07:09:02","0.9"
"113","6155958c-af7b-11eb-9cf0-d040cf4d1583","8568311d-bbd5-4183-b0b2-720eb16aa836","c0f44d78-af79-11eb-9cf0-d040cf4d1583","40","50","24/1/2018 07:27:19","0.8"
"114","61547ab2-af7b-11eb-9cf0-d040cf4d1583","2d4d5487-7f55-495f-8f72-0e2658b3236c","c0f45016-af79-11eb-9cf0-d040cf4d1583","98","100","25/2/2019 14:50:54","0.98"
"115","6155c19c-af7b-11eb-9cf0-d040cf4d1583","943c585b-3505-4756-870f-518074b8050d","c0f44d00-af79-11eb-9cf0-d040cf4d1583","42","50","18/6/2018 04:14:21","0.84"
"116","6156920c-af7b-11eb-9cf0-d040cf4d1583","d248a4b9-2288-4179-a0bc-1524c70db4de","c0f44eea-af79-11eb-9cf0-d040cf4d1583","40","50","16/3/2019 09:16:01","0.8"
"117","6154267a-af7b-11eb-9cf0-d040cf4d1583","11bda523-f401-4aac-b153-c7150a641e8a","c0f44ddc-af79-11eb-9cf0-d040cf4d1583","90","100","11/9/2018 22:29:59","0.9"
"118","61557c64-af7b-11eb-9cf0-d040cf4d1583","7b4453ce-2b9e-4f0d-bb51-1a6d775289ed","c0f44fbc-af79-11eb-9cf0-d040cf4d1583","40","50","10/8/2019 07:47:37","0.8"
"119","6154ae38-af7b-11eb-9cf0-d040cf4d1583","3eabfc43-a23d-41f9-8f04-54e5574163c1","c0f44eea-af79-11eb-9cf0-d040cf4d1583","40","50","15/12/2019 17:39:59","0.8"
"120","615557f2-af7b-11eb-9cf0-d040cf4d1583","708ab3be-763b-47a9-92ac-598db285e8c3","c0f44d00-af79-11eb-9cf0-d040cf4d1583","100","100","1/10/2018 17:11:02","1"
"121","6154c0bc-af7b-11eb-9cf0-d040cf4d1583","43ddb00d-9885-490a-ad5e-30d30441bbc5","c0f44fbc-af79-11eb-9cf0-d040cf4d1583","92","100","20/5/2018 14:54:52","0.92"
"122","61559eb0-af7b-11eb-9cf0-d040cf4d1583","888b0be5-472d-4bb4-97f3-31841eccf3e2","c0f44d00-af79-11eb-9cf0-d040cf4d1583","100","100","27/4/2018 07:58:39","1"
"123","615502de-af7b-11eb-9cf0-d040cf4d1583","573e6fe1-bea4-40e2-97b2-9bd92c0fef16","c0f45016-af79-11eb-9cf0-d040cf4d1583","90","100","17/10/2018 06:41:13","0.9"
"124","61546dd8-af7b-11eb-9cf0-d040cf4d1583","291de93a-1d10-4969-b6e4-3cf4494b8f4b","c0f3cc4a-af79-11eb-9cf0-d040cf4d1583","100","100","18/9/2019 07:10:06","1"
"125","61562ce0-af7b-11eb-9cf0-d040cf4d1583","b6ae60ed-cc4d-47a1-9dc5-cafd29ffec05","c0f45016-af79-11eb-9cf0-d040cf4d1583","10","50","12/5/2018 08:56:50","0.2"
"126","61568d2a-af7b-11eb-9cf0-d040cf4d1583","d134b4b5-c0cf-4c58-a915-4edaf812a95f","c0f44954-af79-11eb-9cf0-d040cf4d1583","40","50","25/4/2019 08:08:46","0.8"
"127","61565346-af7b-11eb-9cf0-d040cf4d1583","c2333642-db5b-4f9b-80fd-80ec936c4ec6","c0f44fbc-af79-11eb-9cf0-d040cf4d1583","95","100","3/9/2019 09:35:48","0.95"
"128","6154bba8-af7b-11eb-9cf0-d040cf4d1583","4209bd92-8d95-430b-9e4f-8eb876f85a53","c0f45016-af79-11eb-9cf0-d040cf4d1583","67","100","8/3/2019 06:57:41","0.67"
"129","61540a3c-af7b-11eb-9cf0-d040cf4d1583","0a7b377c-b663-4838-8b67-246676951d1e","c0f44be8-af79-11eb-9cf0-d040cf4d1583","90","100","13/7/2018 13:17:15","0.9"
